Name,Algorithm,Reduced,Iterations,Time
107426_2,simple greedy,True,1,2.3008928298950195
109874_3,simple greedy,True,9,23.28773283958435
161870_2,simple greedy,True,17,41.67523908615112
74291_3,simple greedy,True,9,23.09053373336792
147518_1,simple greedy,True,12,27.85252833366394
124930_1,simple greedy,True,5,13.739269256591797
139700_3,simple greedy,True,8,20.34459376335144
163248_2,simple greedy,True,13,33.69098114967346
133002_3,simple greedy,True,10,26.588441371917725
148215_1,simple greedy,True,4,10.064305782318115
106796_3,simple greedy,True,11,27.37224555015564
76554_2,simple greedy,True,13,31.19875478744507
107689_2,simple greedy,True,9,22.442994832992554
78078_1,simple greedy,True,8,20.196998119354248
99897_2,simple greedy,True,9,21.810715198516846
104919_2,simple greedy,True,8,20.79364013671875
173854_1,simple greedy,True,16,37.72686314582825
113142_2,simple greedy,True,12,29.363543033599854
58031_3,simple greedy,True,4,9.920485973358154
26966_2,simple greedy,True,14,32.366904735565186
145211_3,simple greedy,True,6,14.02978229522705
54871_2,simple greedy,True,4,10.222662925720215
84954_3,simple greedy,True,11,28.82697367668152
102027_1,simple greedy,True,17,41.14515542984009
53662_1,simple greedy,True,7,17.79346227645874
114966_2,simple greedy,True,13,30.24969792366028
88734_2,simple greedy,True,10,25.043035745620728
23938_1,simple greedy,True,7,18.35132622718811
118643_3,simple greedy,False,25,60.39453673362732
105217_1,simple greedy,True,1,2.19512939453125
75515_3,simple greedy,True,10,23.592918634414673
81768_2,simple greedy,True,6,14.069501638412476
160122_3,simple greedy,True,7,17.438682794570923
118448_3,simple greedy,True,14,37.070444107055664
60841_3,simple greedy,True,4,10.045187950134277
70622_1,simple greedy,True,21,50.282958030700684
169447_2,simple greedy,False,29,70.85556507110596
6329_1,simple greedy,True,14,32.60892128944397
99997_1,simple greedy,False,13,30.26307463645935
11287_1,simple greedy,True,8,18.067002534866333
81643_2,simple greedy,True,10,23.5883526802063
140640_2,simple greedy,True,8,19.81043553352356
20362_2,simple greedy,True,6,14.498255491256714
31625_3,simple greedy,True,14,34.80441665649414
157570_1,simple greedy,True,24,57.86553192138672
8611_2,simple greedy,True,1,2.188147783279419
104941_3,simple greedy,True,17,44.060630798339844
68570_1,simple greedy,True,17,40.23377275466919
45155_1,simple greedy,True,2,4.832078218460083
69403_3,simple greedy,True,9,21.98435139656067
94263_2,simple greedy,True,22,55.74336504936218
139588_3,simple greedy,True,3,7.4869771003723145
139498_3,simple greedy,True,6,15.731948137283325
139216_3,simple greedy,True,2,4.64258885383606
82470_2,simple greedy,True,8,19.24752712249756
133622_2,simple greedy,True,4,9.83968710899353
154006_1,simple greedy,True,8,18.417117834091187
49031_3,simple greedy,False,29,69.90378189086914
150491_2,simple greedy,True,5,12.096654415130615
128134_2,simple greedy,True,8,21.233227729797363
118050_3,simple greedy,True,2,4.8432581424713135
411_3,simple greedy,True,18,41.385340452194214
111546_1,simple greedy,True,11,28.06834626197815
24216_3,simple greedy,True,8,18.593692302703857
139285_1,simple greedy,True,9,21.48654818534851
146615_3,simple greedy,True,6,15.076744556427002
26979_2,simple greedy,True,13,30.6597900390625
33992_2,simple greedy,True,8,20.415420293807983
148242_1,simple greedy,False,20,50.30191421508789
170989_3,simple greedy,True,5,12.010895252227783
67228_1,simple greedy,True,6,14.978983879089355
23506_3,simple greedy,True,7,17.823355197906494
108327_3,simple greedy,True,7,17.145153760910034
64427_2,simple greedy,True,10,26.45525574684143
108738_1,simple greedy,True,6,15.615842342376709
117144_2,simple greedy,True,13,30.44308829307556
153354_3,simple greedy,True,9,21.37492537498474
125535_2,simple greedy,True,7,17.9217689037323
59235_2,simple greedy,True,6,14.559609413146973
89550_3,simple greedy,True,3,6.867672681808472
167232_1,simple greedy,True,10,24.87350082397461
135871_3,simple greedy,True,4,9.99465823173523
132355_1,simple greedy,True,6,13.297844409942627
146308_1,simple greedy,True,2,4.69644832611084
162070_1,simple greedy,True,6,13.736555099487305
19157_2,simple greedy,True,9,21.24077868461609
85634_2,simple greedy,True,9,21.852580070495605
52339_2,simple greedy,True,2,4.596714019775391
165221_1,simple greedy,False,33,79.04369926452637
120623_2,simple greedy,True,11,28.986613988876343
124436_1,simple greedy,True,1,2.6778476238250732
113732_1,simple greedy,True,3,7.186795473098755
114908_2,simple greedy,False,27,64.83948016166687
131850_2,simple greedy,False,11,26.83327293395996
118094_3,simple greedy,True,6,14.883209943771362
63158_2,simple greedy,True,10,24.001823663711548
162990_2,simple greedy,True,10,23.76190161705017
133108_3,simple greedy,True,9,22.300387382507324
51045_3,simple greedy,True,8,19.744300842285156
125939_2,simple greedy,True,4,9.96043848991394
165146_1,simple greedy,True,15,36.001423835754395
162899_1,simple greedy,True,2,4.652068614959717
77727_1,simple greedy,True,17,40.59271216392517
94991_1,simple greedy,True,8,18.569395065307617
115839_2,simple greedy,True,5,12.18043041229248
128159_2,simple greedy,False,16,41.58632850646973
167918_2,simple greedy,False,32,77.59129476547241
21802_1,simple greedy,True,8,20.3489670753479
23107_1,simple greedy,True,8,18.816718339920044
52657_3,simple greedy,True,5,12.124014616012573
167178_1,simple greedy,True,14,34.65968084335327
164177_1,simple greedy,True,4,9.244288682937622
44493_2,simple greedy,True,10,24.933382511138916
155056_3,simple greedy,True,11,26.733529567718506
82904_1,simple greedy,True,7,16.804078102111816
89084_1,simple greedy,True,15,35.399659156799316
93631_2,simple greedy,True,11,28.65401339530945
126783_1,simple greedy,True,7,17.064421892166138
63160_1,simple greedy,True,24,57.65619730949402
161695_1,simple greedy,True,4,10.373305082321167
124841_3,simple greedy,True,6,13.349301815032959
46108_2,simple greedy,True,9,22.541768312454224
132684_1,simple greedy,True,5,11.979963064193726
135376_3,simple greedy,True,12,30.224629878997803
138104_3,simple greedy,True,11,27.544652938842773
66631_3,simple greedy,True,12,32.33914923667908
88547_2,simple greedy,False,33,77.44744205474854
73941_1,simple greedy,True,15,35.16706895828247
131096_1,simple greedy,True,23,55.16665029525757
19151_3,simple greedy,True,5,12.099969387054443
95999_1,simple greedy,True,21,50.43246006965637
1940_3,simple greedy,True,13,31.215527534484863
28009_1,simple greedy,True,14,30.978156805038452
49412_2,simple greedy,True,8,19.908984422683716
107637_2,simple greedy,True,9,22.911771059036255
58153_1,simple greedy,True,13,30.847845554351807
111585_1,simple greedy,True,5,12.29113483428955
82539_2,simple greedy,True,3,6.828744888305664
114688_1,simple greedy,True,8,20.37852191925049
167743_2,simple greedy,True,3,7.186202764511108
89628_1,simple greedy,True,15,35.85137438774109
173537_3,simple greedy,True,11,28.573770999908447
118091_2,simple greedy,True,16,41.884339332580566
74489_1,simple greedy,True,18,43.838926553726196
104739_2,simple greedy,True,24,56.519110918045044
5902_3,simple greedy,True,4,9.193427085876465
117331_1,simple greedy,True,8,21.492614030838013
144067_2,simple greedy,True,19,47.549002170562744
138825_3,simple greedy,True,6,14.561301231384277
113813_2,simple greedy,False,28,69.0802800655365
98077_1,simple greedy,True,1,2.527240753173828
102467_1,simple greedy,True,7,17.353597164154053
44737_3,simple greedy,True,5,11.547132730484009
122200_1,simple greedy,True,6,15.315101623535156
115292_2,simple greedy,True,11,26.008500814437866
77128_1,simple greedy,True,8,18.552509784698486
82722_3,simple greedy,True,9,21.25615429878235
97627_1,simple greedy,False,30,71.4078757762909
102597_1,simple greedy,False,32,76.31346654891968
16183_1,simple greedy,True,21,50.456228733062744
13279_2,simple greedy,True,8,19.514875411987305
93932_2,simple greedy,True,16,37.95366096496582
107227_2,simple greedy,True,13,32.46740794181824
127598_1,simple greedy,True,2,5.155215740203857
79103_1,simple greedy,True,4,10.10502028465271
83082_1,simple greedy,True,7,16.012181520462036
69895_3,simple greedy,True,4,9.84866189956665
57521_3,simple greedy,True,12,28.838053703308105
154633_2,simple greedy,True,11,28.446036100387573
75056_2,simple greedy,True,16,37.262656450271606
79724_3,simple greedy,True,2,4.657545328140259
173116_3,simple greedy,True,10,24.167448043823242
77029_3,simple greedy,True,2,4.537870645523071
163465_2,simple greedy,True,6,14.601004123687744
124510_2,simple greedy,True,15,37.011032581329346
99229_3,simple greedy,True,23,55.57177925109863
167382_2,simple greedy,False,32,76.3281044960022
159790_3,simple greedy,True,7,16.738397359848022
135358_2,simple greedy,True,10,24.03276228904724
25119_2,simple greedy,True,7,17.296959400177002
110417_2,simple greedy,True,1,2.5970613956451416
122395_1,simple greedy,False,19,45.97375416755676
82955_1,simple greedy,True,2,5.097407817840576
174120_3,simple greedy,True,7,16.974005699157715
39392_2,simple greedy,True,12,26.99613070487976
134233_2,simple greedy,True,1,2.3437373638153076
90124_3,simple greedy,True,12,28.999247312545776
86637_2,simple greedy,True,2,4.934802055358887
122677_3,simple greedy,True,10,22.558683395385742
130731_3,simple greedy,True,5,11.450385808944702
76002_3,simple greedy,True,11,27.147767782211304
49963_3,simple greedy,True,7,17.606921911239624
79671_1,simple greedy,True,14,34.8009889125824
162981_3,simple greedy,True,4,10.217674732208252
115429_2,simple greedy,True,15,36.46149158477783
22548_1,simple greedy,True,22,52.43784499168396
49935_3,simple greedy,True,10,24.51720952987671
58661_1,simple greedy,True,2,5.041519403457642
141151_1,simple greedy,True,12,30.272367000579834
49416_2,simple greedy,True,2,4.5568132400512695
43629_3,simple greedy,False,28,66.07865691184998
52253_2,simple greedy,True,17,42.986066579818726
63141_2,simple greedy,True,21,49.069987773895264
131510_2,simple greedy,True,11,28.493122339248657
95979_3,simple greedy,True,17,42.06197142601013
164670_2,simple greedy,True,13,31.446398973464966
12902_2,simple greedy,True,12,28.606189966201782
167815_1,simple greedy,True,11,27.19271421432495
77606_3,simple greedy,True,10,24.40505599975586
83016_2,simple greedy,True,1,2.2320306301116943
58782_3,simple greedy,True,2,4.862512111663818
115747_2,simple greedy,True,16,43.40048551559448
99983_3,simple greedy,False,15,37.41305661201477
86572_3,simple greedy,True,8,20.90928840637207
134567_3,simple greedy,False,11,24.995689630508423
104048_1,simple greedy,True,7,17.22357726097107
109653_3,simple greedy,True,4,9.239298343658447
98656_2,simple greedy,True,17,41.88368320465088
91083_2,simple greedy,True,21,50.894482374191284
119407_1,simple greedy,True,10,23.217015743255615
106155_1,simple greedy,True,14,34.89068269729614
91508_3,simple greedy,True,7,17.066383361816406
114240_1,simple greedy,True,17,42.169252157211304
164031_2,simple greedy,True,2,5.084447383880615
155309_3,simple greedy,True,4,9.749939918518066
110574_1,simple greedy,True,10,24.69033694267273
2584_1,simple greedy,True,8,18.368019819259644
131582_3,simple greedy,True,12,29.50326156616211
137455_1,simple greedy,True,16,41.84516739845276
169073_1,simple greedy,True,6,13.572282791137695
9023_1,simple greedy,True,13,33.29497408866882
8926_2,simple greedy,True,9,22.1567645072937
13257_1,simple greedy,True,5,11.62989854812622
73069_3,simple greedy,True,7,17.058642625808716
50210_1,simple greedy,True,14,34.49577569961548
81996_3,simple greedy,True,17,40.89915680885315
64153_3,simple greedy,True,4,9.502638339996338
2474_3,simple greedy,True,12,28.258938312530518
147621_2,simple greedy,True,18,47.374505281448364
135250_2,simple greedy,True,9,21.607247591018677
120126_1,simple greedy,True,2,4.8849358558654785
120201_2,simple greedy,True,16,39.80760073661804
128147_2,simple greedy,True,4,10.161924839019775
127309_1,simple greedy,True,22,55.82023477554321
119040_3,simple greedy,True,2,4.852034568786621
89578_3,simple greedy,True,7,16.489909887313843
119840_1,simple greedy,True,7,16.73828387260437
122166_2,simple greedy,True,4,10.620601415634155
54344_3,simple greedy,True,3,7.039181232452393
99726_1,simple greedy,True,11,26.874192237854004
15975_2,simple greedy,True,9,21.603273153305054
164435_3,simple greedy,True,4,10.073102951049805
84548_3,simple greedy,True,10,26.35693049430847
133473_2,simple greedy,True,12,27.573314905166626
146086_1,simple greedy,False,18,45.0446503162384
56107_3,simple greedy,True,8,18.407883644104004
61303_3,simple greedy,True,9,22.62592101097107
100797_1,simple greedy,True,3,7.116985082626343
114296_2,simple greedy,True,8,18.724926710128784
117942_3,simple greedy,True,5,13.34632396697998
133745_1,simple greedy,True,7,17.246891260147095
136042_3,simple greedy,False,28,67.76334261894226
89057_3,simple greedy,False,31,73.42612433433533
125971_2,simple greedy,True,7,18.764867305755615
135450_3,simple greedy,True,2,4.825132846832275
123944_2,simple greedy,True,3,7.039256811141968
167121_3,simple greedy,True,5,13.032156944274902
72274_1,simple greedy,True,3,6.986323118209839
117591_3,simple greedy,True,9,22.341257572174072
79002_1,simple greedy,True,2,5.146245241165161
91971_1,simple greedy,True,16,40.68327569961548
167016_2,simple greedy,True,5,12.87959909439087
114128_1,simple greedy,True,10,26.40239977836609
116519_1,simple greedy,True,1,2.4275455474853516
158527_1,simple greedy,True,12,30.27551770210266
62909_3,simple greedy,True,1,2.269927978515625
156966_1,simple greedy,True,7,17.472306966781616
83940_3,simple greedy,True,2,4.7961719036102295
118191_3,simple greedy,True,11,27.33232617378235
80874_3,simple greedy,True,17,43.652508020401
93940_2,simple greedy,False,33,77.54880213737488
110411_3,simple greedy,True,7,16.601617336273193
87959_2,simple greedy,True,11,26.500131130218506
58519_2,simple greedy,True,3,7.618066072463989
116965_3,simple greedy,True,2,4.6226396560668945
77505_2,simple greedy,True,17,41.98774814605713
136762_1,simple greedy,True,5,12.801765441894531
164060_2,simple greedy,True,3,6.9344658851623535
34875_1,simple greedy,True,1,2.453439474105835
171438_3,simple greedy,True,8,20.446848392486572
75022_2,simple greedy,True,12,27.891902208328247
125739_3,simple greedy,True,5,11.818439483642578
144508_2,simple greedy,True,6,14.623902559280396
153600_2,simple greedy,True,7,17.516164302825928
149827_3,simple greedy,True,9,22.77114176750183
118029_3,simple greedy,True,20,50.68496918678284
73546_3,simple greedy,True,10,24.17499017715454
167279_2,simple greedy,True,10,23.676681756973267
91669_2,simple greedy,True,10,24.634305953979492
89516_1,simple greedy,True,14,33.54352426528931
120720_2,simple greedy,True,9,22.711782932281494
17577_1,simple greedy,True,13,31.947539806365967
142484_2,simple greedy,True,3,7.174814224243164
142695_2,simple greedy,True,3,7.246619462966919
28587_3,simple greedy,True,8,18.86056351661682
12407_1,simple greedy,True,24,55.418896198272705
121005_3,simple greedy,True,8,20.373522520065308
94956_3,simple greedy,True,12,27.553349018096924
151335_2,simple greedy,True,10,25.827940940856934
92081_1,simple greedy,False,20,48.663907051086426
32808_3,simple greedy,True,12,26.566952228546143
48309_3,simple greedy,True,2,4.747385740280151
90709_2,simple greedy,True,30,80.68617630004883
73422_2,simple greedy,True,21,56.12274146080017
87784_1,simple greedy,True,10,29.56494426727295
129029_1,simple greedy,True,20,47.60176491737366
74047_1,simple greedy,True,7,17.215989589691162
160819_2,simple greedy,True,10,24.71244168281555
144960_2,simple greedy,True,9,22.682859420776367
105234_1,simple greedy,True,10,26.124147176742554
148450_1,simple greedy,True,10,27.885894298553467
45862_3,simple greedy,True,20,51.860321283340454
160113_1,simple greedy,True,10,27.47803020477295
30579_3,simple greedy,True,2,4.968717575073242
99835_2,simple greedy,True,6,14.736596822738647
102883_1,simple greedy,True,7,17.053627490997314
169482_2,simple greedy,True,4,9.320076942443848
134776_1,simple greedy,True,15,37.24125003814697
130464_1,simple greedy,True,3,7.0192461013793945
154933_1,simple greedy,False,28,66.4855546951294
154259_3,simple greedy,True,2,5.112332344055176
61444_2,simple greedy,False,29,69.84439826011658
24822_3,simple greedy,True,8,18.860939025878906
109751_2,simple greedy,True,2,5.711730480194092
70917_1,simple greedy,True,7,18.02904725074768
148499_1,simple greedy,False,32,76.44786930084229
142683_1,simple greedy,True,3,7.525343656539917
171929_3,simple greedy,True,10,25.45597267150879
79677_2,simple greedy,True,12,30.769726753234863
160962_3,simple greedy,True,6,14.481323957443237
140124_1,simple greedy,False,17,43.057003021240234
145862_3,simple greedy,True,5,11.962424755096436
37611_2,simple greedy,True,12,28.086934566497803
4622_2,simple greedy,True,8,19.634531259536743
146646_3,simple greedy,True,14,37.6134569644928
121357_2,simple greedy,True,9,22.72963047027588
163915_3,simple greedy,True,13,32.94705367088318
103558_3,simple greedy,True,20,49.134729623794556
171447_1,simple greedy,True,4,9.614295244216919
90638_2,simple greedy,True,2,4.479020833969116
117646_2,simple greedy,True,14,32.86329221725464
70695_2,simple greedy,True,3,6.923486709594727
107965_1,simple greedy,True,10,23.828850746154785
147486_1,simple greedy,True,4,8.690765857696533
117718_1,simple greedy,True,23,57.65381979942322
116743_1,simple greedy,True,8,18.01781940460205
154577_3,simple greedy,True,4,10.44653034210205
119786_1,simple greedy,True,5,12.61961317062378
44189_1,simple greedy,True,8,18.10265588760376
167603_3,simple greedy,True,6,15.518497705459595
114352_3,simple greedy,True,15,37.3491587638855
144924_3,simple greedy,True,7,17.354673862457275
154132_2,simple greedy,True,1,2.3726651668548584
165596_1,simple greedy,True,10,24.478621006011963
170047_1,simple greedy,True,4,9.387916564941406
123509_2,simple greedy,True,6,14.613925457000732
174081_1,simple greedy,True,6,15.611253499984741
45783_3,simple greedy,True,27,64.22928595542908
60835_3,simple greedy,True,3,7.258551836013794
91000_3,simple greedy,True,10,25.2275390625
155963_1,simple greedy,True,2,4.487998008728027
145967_2,simple greedy,True,7,17.856170415878296
131816_1,simple greedy,False,7,16.912757396697998
1601_1,simple greedy,True,3,6.977399110794067
105197_3,simple greedy,True,3,7.504939079284668
69531_1,simple greedy,True,9,22.246604442596436
120105_2,simple greedy,True,5,12.852647066116333
154630_1,simple greedy,True,9,23.071306943893433
61213_2,simple greedy,True,1,2.3469252586364746
151422_2,simple greedy,True,4,9.576390981674194
74326_1,simple greedy,True,7,17.02846884727478
154800_1,simple greedy,True,3,6.9873268604278564
46721_3,simple greedy,True,5,12.241313219070435
141006_3,simple greedy,False,7,16.4557843208313
117922_2,simple greedy,True,14,36.08091688156128
60474_2,simple greedy,True,12,29.254778146743774
68859_2,simple greedy,True,6,14.35591459274292
72519_1,simple greedy,True,2,4.952754259109497
53838_3,simple greedy,True,8,19.483897924423218
35885_1,simple greedy,True,5,11.553107738494873
156307_1,simple greedy,True,11,27.26508641242981
117334_2,simple greedy,True,4,10.666739702224731
114514_1,simple greedy,True,3,6.853679656982422
138480_1,simple greedy,True,10,24.885459661483765
78057_1,simple greedy,True,8,20.927388906478882
174032_3,simple greedy,True,5,12.552892923355103
113319_2,simple greedy,True,2,4.719377279281616
146547_1,simple greedy,True,11,28.081482410430908
29695_2,simple greedy,True,11,25.72921919822693
113793_1,simple greedy,True,10,23.756035089492798
96616_2,simple greedy,True,10,23.098212003707886
32712_2,simple greedy,True,6,13.852282285690308
69426_1,simple greedy,True,12,29.20245885848999
123900_2,simple greedy,True,1,2.72575044631958
136609_2,simple greedy,True,14,33.509957790374756
62448_2,simple greedy,True,3,7.12054705619812
110349_2,simple greedy,True,1,2.785550355911255
71753_1,simple greedy,True,7,16.43110942840576
115522_3,simple greedy,True,5,11.434428930282593
141026_2,simple greedy,False,12,28.18266534805298
48308_3,simple greedy,True,7,16.786158323287964
19357_2,simple greedy,True,2,4.588728427886963
38655_2,simple greedy,True,21,51.05470371246338
109444_2,simple greedy,True,6,14.645151138305664
174055_1,simple greedy,True,11,27.588274478912354
86649_3,simple greedy,True,3,7.944791555404663
137463_2,simple greedy,True,8,20.502472639083862
150860_2,simple greedy,True,12,30.16360855102539
161385_3,simple greedy,True,3,7.085683584213257
169152_2,simple greedy,True,5,12.625331401824951
154329_2,simple greedy,False,28,68.45606279373169
59795_1,simple greedy,True,2,4.779218673706055
164519_3,simple greedy,True,3,6.745975494384766
119861_2,simple greedy,False,34,82.01097345352173
85517_3,simple greedy,True,2,5.371673822402954
23625_2,simple greedy,True,24,59.66184329986572
3648_1,simple greedy,True,8,16.99298930168152
61861_2,simple greedy,True,13,31.11481785774231
112633_1,simple greedy,True,12,30.03568959236145
29106_3,simple greedy,True,7,16.574673891067505
58744_2,simple greedy,True,9,22.11091113090515
101437_1,simple greedy,True,3,7.4470837116241455
79132_1,simple greedy,True,12,30.97218680381775
93485_2,simple greedy,False,13,29.896109104156494
85836_3,simple greedy,True,23,56.21508741378784
158463_1,simple greedy,True,14,35.3106255531311
141046_1,simple greedy,True,8,17.995378732681274
122762_1,simple greedy,True,14,38.66200017929077
20732_2,simple greedy,True,9,23.56698441505432
56626_2,simple greedy,True,9,21.248210430145264
31521_1,simple greedy,True,8,20.501561403274536
143601_3,simple greedy,True,15,35.550447940826416
102900_1,simple greedy,True,14,36.646024227142334
96918_3,simple greedy,True,6,15.849626541137695
92517_3,simple greedy,True,14,35.051979064941406
99698_2,simple greedy,True,9,21.323986053466797
90094_3,simple greedy,True,2,4.599698543548584
112506_3,simple greedy,True,6,15.826669216156006
38213_1,simple greedy,True,9,23.40687322616577
117573_1,simple greedy,True,6,15.720960855484009
49847_3,simple greedy,True,4,12.771095752716064
89849_1,simple greedy,True,11,30.749772310256958
93516_3,simple greedy,True,8,20.732558012008667
135801_1,simple greedy,True,5,15.280148267745972
60717_2,simple greedy,True,3,9.535504341125488
